Duration(s),Mode,Map,Kills,Deaths,Kills/Death,Assists,Headshots,Accuracy(%),Avg. Kill Dist.(m),Favorite Weapon,Favorite Rig,Favorite Trait,Win/Loss,Score
480,0,0,12,19,0.63,5,1,0.175,23.1,0,0,0,0,106
480,0,0,19,20,0.95,5,0,0.212,24.1,0,1,1,0,106
480,0,0,12,23,0.52,6,2,0.14,14,1,2,2,0,106
480,0,0,15,17,0.88,6,2,0.187,17.6,1,3,3,0,106
480,0,0,18,15,1.2,9,0,0.17,20.6,0,0,0,1,250
480,0,0,26,13,2,4,4,0.209,30.7,1,2,2,1,250
480,0,0,16,15,1.07,11,2,0.15,15.8,1,3,3,1,250
480,0,0,19,16,1.19,7,1,0.251,16.1,1,1,1,1,250
458,0,0,14,22,0.64,7,0,0.176,17.9,1,1,1,0,94
458,0,0,13,21,0.62,2,0,0.197,17.4,1,0,0,0,94
458,0,0,10,21,0.48,5,1,0.208,26.5,0,2,2,0,94
458,0,0,9,20,0.45,1,0,0.205,17.7,1,3,3,0,94
458,0,0,18,10,1.8,11,1,0.257,22,1,2,2,1,250
458,0,0,29,10,2.9,6,0,0.286,30,0,1,1,1,250
458,0,0,13,16,0.81,6,2,0.227,12.7,1,0,0,1,250
458,0,0,24,10,2.4,1,2,0.245,16.2,1,3,3,1,250
597,0,0,22,27,0.81,6,2,0.219,19.1,0,2,2,0,212
597,0,0,16,22,0.73,9,0,0.208,22.9,0,0,0,0,212
597,0,0,16,25,0.64,6,1,0.197,18.6,0,3,3,0,212
597,0,0,20,24,0.83,6,3,0.194,15.9,1,1,1,0,212
597,0,0,27,20,1.35,9,1,0.218,14.5,1,3,3,1,250
597,0,0,13,21,0.62,13,0,0.168,15.9,0,2,2,1,250
597,0,0,31,15,2.07,7,1,0.238,15.3,0,1,1,1,250
597,0,0,27,18,1.5,12,3,0.242,25.6,0,0,0,1,250
642,0,0,24,21,1.14,5,2,0.248,15.8,1,3,3,1,250
642,0,0,29,16,1.81,11,0,0.276,18.6,0,2,2,1,250
642,0,0,27,19,1.42,4,1,0.202,13.8,1,0,0,1,250
642,0,0,23,19,1.21,12,3,0.233,18.6,0,1,1,1,250
642,0,0,23,26,0.88,4,4,0.214,14.7,0,0,0,0,200
642,0,0,23,27,0.85,7,1,0.201,14.7,1,1,1,0,200
642,0,0,16,26,0.62,3,0,0.214,15.7,1,3,3,0,200
642,0,0,13,24,0.54,10,1,0.164,15.5,0,2,2,0,200
444,1,1,4,8,0.5,0,1,0.144,19.1,2,1,1,0,2
444,1,1,6,7,0.86,2,1,0.218,17.3,1,0,0,0,2
444,1,1,5,6,0.83,1,1,0.171,22.7,0,2,2,0,2
444,1,1,5,8,0.62,0,0,0.284,10.2,1,3,3,0,2
444,1,1,7,5,1.4,3,0,0.279,17.3,3,2,2,1,6
444,1,1,12,3,4,3,1,0.287,25.4,0,1,1,1,6
444,1,1,3,7,0.43,4,0,0.203,14.6,0,0,0,1,6
444,1,1,7,5,1.4,2,0,0.206,16.3,3,3,3,1,6
502,1,1,4,3,1.33,1,0,0.333,16.2,2,2,2,1,6
502,1,1,5,4,1.25,1,1,0.169,20.1,0,0,0,1,6
502,1,1,8,3,2.67,3,0,0.209,18.8,0,3,3,1,6
502,1,1,9,6,1.5,3,1,0.299,19.4,1,1,1,1,6
502,1,1,4,7,0.57,2,0,0.183,16.9,3,3,3,0,1
502,1,1,1,6,0.17,0,0,0.099,13,0,2,2,0,1
502,1,1,5,7,0.71,1,0,0.229,25.2,0,1,1,0,1
502,1,1,6,6,1,1,0,0.246,20.2,0,0,0,0,1
772,1,1,8,8,1,0,1,0.222,22.5,0,0,0,0,5
772,1,1,3,8,0.38,4,1,0.122,12,0,1,1,0,5
772,1,1,8,9,0.89,2,0,0.211,19.1,0,2,2,0,5
772,1,1,13,9,1.44,0,1,0.262,18.7,0,3,3,0,5
772,1,1,8,9,0.89,5,1,0.181,15.8,1,0,0,1,6
772,1,1,5,10,0.5,1,0,0.14,28.9,0,4,4,1,6
772,1,1,11,6,1.83,2,2,0.208,14.3,1,3,3,1,6
772,1,1,10,7,1.43,5,1,0.219,14.3,1,1,1,1,6
662,1,1,10,5,2,1,0,0.293,15.2,0,3,3,1,6
662,1,1,7,6,1.17,2,1,0.25,23.6,0,2,2,1,6
662,1,1,6,7,0.86,3,0,0.203,21.7,0,0,0,1,6
662,1,1,6,5,1.2,1,0,0.131,10.4,3,1,1,1,6
662,1,1,7,8,0.88,2,0,0.269,15.8,0,0,0,0,4
662,1,1,11,6,1.83,5,0,0.218,17.2,0,1,1,0,4
662,1,1,4,8,0.5,3,0,0.19,11.6,0,3,3,0,4
662,1,1,1,7,0.14,2,0,0.095,7.7,0,4,4,0,4
625,2,2,19,26,0.73,9,0,0.215,11.9,3,4,4,0,1
625,2,2,27,25,1.08,9,2,0.2,13.8,1,0,0,0,1
625,2,2,26,27,0.96,6,1,0.213,11.4,3,2,2,0,1
625,2,2,22,29,0.76,8,1,0.213,11.5,3,1,1,0,1
625,2,2,25,27,0.93,11,2,0.252,8.8,3,3,3,1,6
625,2,2,28,23,1.22,8,1,0.225,11.8,3,4,4,1,6
625,2,2,27,24,1.12,10,1,0.251,11.3,3,1,1,1,6
625,2,2,27,21,1.29,15,1,0.241,14.8,1,0,0,1,6
625,2,2,33,30,1.1,8,3,0.259,10.4,3,1,1,0,6
625,2,2,21,30,0.7,12,1,0.21,12.9,3,0,0,0,6
625,2,2,23,28,0.82,7,1,0.189,16.2,1,4,4,0,6
625,2,2,24,30,0.8,5,2,0.23,12,3,3,3,0,6
625,2,2,29,25,1.16,6,2,0.239,11.5,3,4,4,1,10
625,2,2,28,27,1.04,15,1,0.238,17.6,1,1,1,1,10
625,2,2,28,25,1.12,10,2,0.203,9.5,3,0,0,1,10
625,2,2,32,24,1.33,15,2,0.251,13.1,3,2,2,1,10
782,2,2,37,26,1.42,11,5,0.221,18.3,3,0,0,0,5
782,2,2,38,30,1.27,9,1,0.22,13.6,1,1,1,0,5
782,2,2,21,29,0.72,9,2,0.241,12.8,3,4,4,0,5
782,2,2,31,30,1.03,9,3,0.277,11.9,3,3,3,0,5
782,2,2,39,26,1.5,15,1,0.251,14.7,3,0,0,1,7
782,2,2,18,33,0.55,14,0,0.19,13.2,3,4,4,1,7
782,2,2,25,32,0.78,11,1,0.208,14.3,1,2,2,1,7
782,2,2,33,37,0.89,9,2,0.256,13.3,3,1,1,1,7
638,0,3,16,28,0.57,5,1,0.216,15.6,1,2,2,0,155
638,0,3,11,25,0.44,8,2,0.159,12.2,1,0,0,0,155
638,0,3,25,22,1.14,3,0,0.211,20.8,0,3,3,0,155
638,0,3,20,26,0.77,8,0,0.228,14.8,1,1,1,0,155
638,0,3,33,18,1.83,7,2,0.213,11.3,3,3,3,1,250
638,0,3,21,18,1.17,13,1,0.197,20.7,0,2,2,1,250
638,0,3,24,20,1.2,12,1,0.264,18.2,1,1,1,1,250
638,0,3,23,16,1.44,11,1,0.259,19.1,0,0,0,1,250
626,2,2,21,21,1,10,1,0.275,11.4,3,4,4,0,6
626,2,2,20,24,0.83,8,2,0.27,14.9,3,2,2,0,6
626,2,2,19,27,0.7,8,2,0.181,12.1,1,0,0,0,6
626,2,2,30,25,1.2,6,2,0.26,12,3,1,1,0,6
626,2,2,23,22,1.05,5,1,0.251,10.1,3,0,0,1,9
626,2,2,26,24,1.08,7,1,0.233,11.8,3,1,1,1,9
626,2,2,26,24,1.08,10,1,0.235,13.5,3,3,3,1,9
626,2,2,22,22,1,9,3,0.216,13.2,1,4,4,1,9
462,0,4,22,12,1.83,4,0,0.251,18.7,3,0,0,1,250
462,0,4,16,12,1.33,5,0,0.199,18.7,0,1,1,1,250
462,0,4,18,16,1.12,9,2,0.247,16.7,1,3,3,1,250
462,0,4,19,15,1.27,8,2,0.239,13.2,1,2,2,1,250
462,0,4,15,19,0.79,2,1,0.202,13.7,1,0,0,0,118
462,0,4,11,20,0.55,5,2,0.169,15.7,1,3,3,0,118
462,0,4,19,19,1,4,1,0.26,11.7,3,1,1,0,118
462,0,4,10,17,0.59,5,0,0.211,15.9,1,2,2,0,118
640,0,3,22,18,1.22,5,0,0.219,18.9,0,3,3,1,250
640,0,3,15,17,0.88,10,2,0.206,19.3,0,2,2,1,250
640,0,3,23,20,1.15,11,3,0.201,15.9,1,0,0,1,250
640,0,3,27,19,1.42,4,3,0.212,11.5,3,1,1,1,250
640,0,3,15,27,0.56,6,0,0.228,11,1,0,0,0,207
640,0,3,26,21,1.24,7,2,0.228,16.3,1,1,1,0,207
640,0,3,17,23,0.74,7,1,0.173,16.2,1,3,3,0,207
640,0,3,16,17,0.94,2,1,0.141,14.5,0,2,2,0,207
524,0,3,20,15,1.33,10,0,0.308,22,1,2,2,1,250
524,0,3,21,16,1.31,4,1,0.241,23.3,0,3,3,1,250
524,0,3,24,20,1.2,6,1,0.266,13.9,3,0,0,1,250
524,0,3,15,13,1.15,5,2,0.214,13.9,3,1,1,1,250
524,0,3,15,18,0.83,8,2,0.233,17.7,0,2,2,0,126
524,0,3,14,20,0.7,4,0,0.232,18.4,0,1,1,0,126
524,0,3,16,25,0.64,5,1,0.23,17.4,1,3,3,0,126
524,0,3,19,17,1.12,4,0,0.23,19.9,1,0,0,0,126
778,1,3,5,10,0.5,2,0,0.281,19.5,0,2,2,1,6
778,1,3,10,8,1.25,6,2,0.285,19.9,0,0,0,1,6
778,1,3,14,7,2,3,0,0.265,10.8,1,3,3,1,6
778,1,3,5,9,0.56,2,0,0.234,13.8,3,1,1,1,6
778,1,3,14,7,2,3,0,0.291,16.9,0,0,0,0,5
778,1,3,7,7,1,2,0,0.18,12.9,1,3,3,0,5
778,1,3,9,10,0.9,2,1,0.281,13.8,3,1,1,0,5
778,1,3,4,10,0.4,1,0,0.183,9.7,0,2,2,0,5
604,0,3,21,22,0.95,16,1,0.202,24.8,0,2,2,1,250
604,0,3,24,14,1.71,11,2,0.197,20.6,0,1,1,1,250
604,0,3,20,20,1,8,3,0.199,14.9,1,0,0,1,250
604,0,3,21,19,1.11,7,0,0.205,15.3,1,3,3,1,250
604,0,3,27,20,1.35,7,1,0.269,16.9,0,3,3,0,201
604,0,3,16,24,0.67,11,0,0.203,19.9,1,0,0,0,201
604,0,3,11,19,0.58,2,1,0.222,22,1,2,2,0,201
604,0,3,20,23,0.87,7,1,0.258,16.8,1,1,1,0,201
570,1,5,11,4,2.75,1,0,0.383,12,1,2,2,1,6
570,1,5,4,6,0.67,3,0,0.246,17.9,0,3,3,1,6
570,1,5,11,3,3.67,2,1,0.348,11.2,3,0,0,1,6
570,1,5,3,5,0.6,0,0,0.113,16.5,0,1,1,1,6
570,1,5,4,8,0.5,1,1,0.276,23.5,1,2,2,0,2
570,1,5,6,7,0.86,1,3,0.238,11.2,1,1,1,0,2
570,1,5,3,6,0.5,0,0,0.247,20.5,3,3,3,0,2
570,1,5,3,8,0.38,5,0,0.201,14.2,3,0,0,0,2
554,1,5,1,7,0.14,7,0,0.139,3.5,0,2,2,0,2
554,1,5,7,6,1.17,1,0,0.2,15.6,0,1,1,0,2
554,1,5,5,7,0.71,0,0,0.162,10.4,3,0,0,0,2
554,1,5,9,6,1.5,3,3,0.284,14.2,3,3,3,0,2
554,1,5,8,5,1.6,3,0,0.195,15.4,1,3,3,1,6
554,1,5,7,7,1,8,0,0.205,18.9,1,0,0,1,6
554,1,5,5,4,1.25,4,1,0.169,23,0,2,2,1,6
554,1,5,6,6,1,7,1,0.207,14.9,1,1,1,1,6
626,2,1,29,21,1.38,10,0,0.263,13.2,3,0,0,1,15
626,2,1,23,22,1.05,9,1,0.305,21,0,4,4,1,15
626,2,1,26,23,1.13,7,3,0.218,15.9,1,3,3,1,15
626,2,1,33,20,1.65,6,1,0.26,11.3,3,1,1,1,15
626,2,1,26,29,0.9,8,4,0.256,15.2,3,0,0,0,4
626,2,1,22,23,0.96,4,0,0.237,17,1,4,4,0,4
626,2,1,18,33,0.55,4,0,0.204,9.2,3,1,1,0,4
626,2,1,20,26,0.77,5,0,0.238,16,1,2,2,0,4
629,0,4,31,23,1.35,9,2,0.285,21.2,1,1,1,1,250
629,0,4,27,19,1.42,14,2,0.206,18.5,1,0,0,1,250
629,0,4,28,20,1.4,14,1,0.188,16.8,3,2,2,1,250
629,0,4,20,16,1.25,8,2,0.213,11,3,3,3,1,250
629,0,4,20,30,0.67,10,1,0.221,15.7,1,0,0,0,200
629,0,4,17,29,0.59,3,1,0.126,12.5,3,3,3,0,200
629,0,4,21,25,0.84,8,2,0.244,14.3,1,2,2,0,200
629,0,4,20,22,0.91,4,2,0.223,17.9,1,1,1,0,200
625,2,6,20,22,0.91,6,1,0.218,15.1,1,4,4,1,8
625,2,6,26,23,1.13,9,0,0.258,20.5,0,3,3,1,8
625,2,6,27,21,1.29,6,1,0.242,12,3,0,0,1,8
625,2,6,24,26,0.92,7,2,0.25,12.5,3,1,1,1,8
625,2,6,18,22,0.82,8,3,0.243,25.6,0,2,2,0,5
625,2,6,25,26,0.96,8,1,0.252,13.6,3,1,1,0,5
625,2,6,19,26,0.73,5,0,0.21,14.7,3,4,4,0,5
625,2,6,30,23,1.3,8,6,0.263,12.3,3,0,0,0,5
625,2,6,23,25,0.92,12,0,0.226,15.2,1,4,4,0,4
625,2,6,16,29,0.55,11,1,0.207,18.2,0,1,1,0,4
625,2,6,20,28,0.71,7,0,0.215,13.6,1,0,0,0,4
625,2,6,21,28,0.75,8,1,0.26,16.5,1,3,3,0,4
625,2,6,30,19,1.58,12,2,0.266,13.8,1,3,3,1,14
625,2,6,24,23,1.04,9,1,0.228,12.7,3,0,0,1,14
625,2,6,25,17,1.47,8,2,0.222,21.6,0,4,4,1,14
625,2,6,31,21,1.48,8,0,0.26,14.6,1,1,1,1,14
686,1,3,11,6,1.83,1,0,0.255,17.4,0,1,1,0,2
686,1,3,1,7,0.14,1,1,0.135,16.7,1,0,0,0,2
686,1,3,3,7,0.43,1,0,0.154,22.8,3,2,2,0,2
686,1,3,2,7,0.29,0,0,0.125,6.5,3,3,3,0,2
686,1,3,5,2,2.5,3,0,0.227,28.6,0,0,0,1,6
686,1,3,13,4,3.25,3,0,0.156,18.1,3,3,3,1,6
686,1,3,5,5,1,6,0,0.201,18.2,0,2,2,1,6
686,1,3,3,6,0.5,5,0,0.194,11.9,0,1,1,1,6
502,0,4,12,19,0.63,12,0,0.23,18,3,1,1,1,250
502,0,4,17,18,0.94,7,3,0.184,17.4,1,2,2,1,250
502,0,4,30,14,2.14,7,4,0.236,16.6,1,0,0,1,250
502,0,4,15,16,0.94,5,0,0.234,13.7,3,3,3,1,250
502,0,4,17,16,1.06,8,0,0.23,21.3,1,3,3,0,153
502,0,4,14,20,0.7,8,1,0.26,10.9,3,0,0,0,153
502,0,4,17,18,0.94,4,2,0.195,16.6,1,2,2,0,153
502,0,4,19,20,0.95,3,2,0.241,12.4,1,1,1,0,153
686,0,1,27,27,1,11,2,0.188,16.1,0,2,2,0,210
686,0,1,27,30,0.9,7,2,0.187,14.9,1,1,1,0,210
686,0,1,27,27,1,6,2,0.235,14.7,1,0,0,0,210
686,0,1,20,32,0.62,9,2,0.217,16.2,1,3,3,0,210
686,0,1,30,25,1.2,13,3,0.215,16,1,3,3,1,250
686,0,1,30,27,1.11,10,5,0.183,14.9,1,0,0,1,250
686,0,1,34,23,1.48,10,2,0.241,22.8,0,2,2,1,250
686,0,1,22,26,0.85,9,2,0.234,16.9,1,1,1,1,250
525,0,0,23,20,1.15,4,0,0.238,17.7,1,2,2,0,142
525,0,0,10,20,0.5,6,1,0.183,14.7,1,1,1,0,142
525,0,0,16,21,0.76,2,1,0.236,17.3,0,0,0,0,142
525,0,0,16,19,0.84,4,0,0.204,15.9,0,3,3,0,142
525,0,0,17,18,0.94,3,0,0.234,18.9,0,1,1,1,250
525,0,0,25,16,1.56,7,1,0.251,22.1,0,2,2,1,250
525,0,0,16,18,0.89,8,0,0.219,14.1,1,3,3,1,250
525,0,0,22,14,1.57,6,2,0.201,17.9,1,0,0,1,250
958,2,1,43,33,1.3,14,3,0.248,19.9,0,1,1,1,11
958,2,1,34,32,1.06,14,2,0.193,16.5,1,0,0,1,11
958,2,1,40,38,1.05,13,2,0.228,15.8,1,4,4,1,11
958,2,1,28,33,0.85,14,0,0.207,11.3,3,3,3,1,11
958,2,1,34,38,0.89,14,1,0.255,18.9,1,4,4,0,11
958,2,1,26,36,0.72,6,4,0.094,10.9,3,3,3,0,11
958,2,1,42,31,1.35,12,2,0.28,17.2,1,1,1,0,11
958,2,1,34,40,0.85,11,1,0.26,15.7,1,0,0,0,11
609,1,3,9,3,3,2,0,0.2,12.9,3,1,1,1,6
609,1,3,5,3,1.67,2,1,0.159,31.3,0,2,2,1,6
609,1,3,6,3,2,4,1,0.157,13.7,0,0,0,1,6
609,1,3,6,4,1.5,6,0,0.261,13.2,3,3,3,1,6
609,1,3,3,7,0.43,0,1,0.171,14.6,0,3,3,0,2
609,1,3,5,6,0.83,0,1,0.364,28.7,3,0,0,0,2
609,1,3,2,7,0.29,2,0,0.177,21.2,0,2,2,0,2
609,1,3,3,6,0.5,1,0,0.235,15.6,1,1,1,0,2
540,0,0,30,18,1.67,7,0,0.225,19.2,0,1,1,1,250
540,0,0,16,16,1,11,1,0.189,19.5,1,0,0,1,250
540,0,0,23,19,1.21,11,1,0.19,23.4,0,2,2,1,250
540,0,0,20,16,1.25,7,1,0.247,16.8,1,3,3,1,250
540,0,0,17,20,0.85,9,1,0.254,19.4,0,0,0,0,151
540,0,0,11,23,0.48,6,1,0.094,16.7,1,3,3,0,151
540,0,0,24,22,1.09,2,4,0.24,24,0,2,2,0,151
540,0,0,17,24,0.71,7,1,0.235,15.7,1,1,1,0,151
625,2,1,19,29,0.66,3,1,0.264,14.3,3,4,4,0,1
625,2,1,29,23,1.26,4,3,0.282,22.1,0,2,2,0,1
625,2,1,17,23,0.74,8,1,0.242,15.8,1,0,0,0,1
625,2,1,20,28,0.71,8,1,0.274,12.1,3,3,3,0,1
625,2,1,25,23,1.09,7,0,0.286,14.9,1,4,4,1,7
625,2,1,23,22,1.05,7,1,0.237,9.2,3,0,0,1,7
625,2,1,29,19,1.53,12,1,0.238,21.6,0,2,2,1,7
625,2,1,26,21,1.24,6,1,0.264,17,0,1,1,1,7
835,1,1,9,8,1.12,0,1,0.239,17.8,3,2,2,0,5
835,1,1,7,7,1,0,2,0.444,38.7,2,1,1,0,5
835,1,1,3,8,0.38,1,1,0.215,31.7,1,0,0,0,5
835,1,1,8,7,1.14,1,0,0.256,21.5,0,3,3,0,5
835,1,1,8,9,0.89,1,0,0.214,9.6,0,1,1,1,6
835,1,1,9,6,1.5,3,1,0.188,22,0,2,2,1,6
835,1,1,9,6,1.5,0,0,0.184,20.5,0,3,3,1,6
835,1,1,4,6,0.67,4,0,0.222,9,1,0,0,1,6
550,0,4,13,20,0.65,11,0,0.236,13.4,1,0,0,0,180
550,0,4,19,19,1,7,1,0.23,18.3,1,2,2,0,180
550,0,4,19,16,1.19,5,3,0.195,17,1,1,1,0,180
550,0,4,25,19,1.32,3,3,0.183,11.5,3,3,3,0,180
550,0,4,14,19,0.74,4,1,0.251,12.8,1,2,2,1,250
550,0,4,21,20,1.05,6,0,0.246,17.3,1,0,0,1,250
550,0,4,19,18,1.06,7,0,0.224,12.2,3,3,3,1,250
550,0,4,20,19,1.05,4,4,0.243,11.9,1,1,1,1,250
541,0,0,27,15,1.8,6,1,0.185,20.1,0,1,1,1,250
541,0,0,18,14,1.29,7,0,0.202,26.6,0,2,2,1,250
541,0,0,16,19,0.84,10,1,0.2,17.1,1,0,0,1,250
541,0,0,23,18,1.28,10,1,0.267,17,1,3,3,1,250
541,0,0,18,17,1.06,6,1,0.225,19.4,0,3,3,0,150
541,0,0,18,24,0.75,3,1,0.206,17.3,1,0,0,0,150
541,0,0,9,21,0.43,7,1,0.142,20.7,0,2,2,0,150
541,0,0,21,22,0.95,6,0,0.281,18.4,0,1,1,0,150
625,2,2,21,30,0.7,9,0,0.207,13.3,3,2,2,0,1
625,2,2,16,31,0.52,12,0,0.184,12.5,3,1,1,0,1
625,2,2,25,28,0.89,8,4,0.25,17.4,1,0,0,0,1
625,2,2,23,29,0.79,9,2,0.174,11.5,3,4,4,0,1
625,2,2,30,23,1.3,10,0,0.278,14.5,3,1,1,1,13
625,2,2,26,21,1.24,7,3,0.208,15.1,1,4,4,1,13
625,2,2,29,22,1.32,9,2,0.218,16.8,3,2,2,1,13
625,2,2,33,19,1.74,15,2,0.213,13.7,3,0,0,1,13
570,0,0,22,17,1.29,8,0,0.196,21.3,1,0,0,1,250
570,0,0,18,17,1.06,3,1,0.243,11.1,3,1,1,1,250
570,0,0,21,18,1.17,8,1,0.23,20.3,0,3,3,1,250
570,0,0,19,15,1.27,6,1,0.215,18.4,0,2,2,1,250
570,0,0,10,17,0.59,7,4,0.144,18.1,0,2,2,0,199
570,0,0,24,20,1.2,7,1,0.198,16.3,0,0,0,0,199
570,0,0,21,23,0.91,5,1,0.223,17.6,1,3,3,0,199
570,0,0,12,21,0.57,6,0,0.248,14.9,1,1,1,0,199
607,1,3,1,7,0.14,0,0,0.204,2.4,0,0,0,0,2
607,1,3,6,7,0.86,2,1,0.182,16.4,1,2,2,0,2
607,1,3,2,8,0.25,4,0,0.137,15.6,1,1,1,0,2
607,1,3,6,6,1,0,0,0.211,11,1,3,3,0,2
607,1,3,7,4,1.75,1,1,0.274,9.4,3,2,2,1,6
607,1,3,2,4,0.5,3,0,0.138,27.7,0,0,0,1,6
607,1,3,10,3,3.33,2,0,0.226,19,0,3,3,1,6
607,1,3,9,4,2.25,2,1,0.15,15.2,0,1,1,1,6
626,2,1,18,25,0.72,11,2,0.219,13.4,1,0,0,0,5
626,2,1,14,25,0.56,8,0,0.198,18.4,0,4,4,0,5
626,2,1,19,21,0.9,6,1,0.218,14.8,1,1,1,0,5
626,2,1,25,23,1.09,6,1,0.264,16,1,3,3,0,5
626,2,1,27,20,1.35,6,3,0.247,11.2,3,4,4,1,22
626,2,1,14,17,0.82,5,1,0.235,19.9,0,0,0,1,22
626,2,1,24,21,1.14,5,0,0.308,12.2,3,3,3,1,22
626,2,1,29,18,1.61,6,1,0.22,18.6,1,1,1,1,22
848,1,1,13,6,2.17,2,1,0.22,17.1,0,0,0,0,5
848,1,1,5,10,0.5,2,0,0.173,13.4,3,1,1,0,5
848,1,1,5,10,0.5,1,0,0.211,17.1,0,3,3,0,5
848,1,1,6,6,1,2,1,0.163,16.5,0,2,2,0,5
848,1,1,9,8,1.12,4,1,0.211,26.3,0,4,4,1,6
848,1,1,3,8,0.38,5,0,0.128,17.1,1,0,0,1,6
848,1,1,10,7,1.43,0,2,0.287,13.6,3,3,3,1,6
848,1,1,10,6,1.67,2,0,0.19,9.3,3,1,1,1,6
618,0,4,25,23,1.09,7,4,0.207,14.1,3,1,1,1,250
618,0,4,28,20,1.4,8,1,0.238,13.8,1,0,0,1,250
618,0,4,26,26,1,12,1,0.231,11.9,3,3,3,1,250
618,0,4,18,21,0.86,14,0,0.192,13.3,3,2,2,1,250
618,0,4,28,23,1.22,7,5,0.225,12.2,3,3,3,0,180
618,0,4,14,23,0.61,8,1,0.174,18.1,1,2,2,0,180
618,0,4,24,24,1,12,2,0.223,15.1,3,0,0,0,180
618,0,4,24,27,0.89,8,1,0.261,10.6,3,1,1,0,180
625,2,2,24,26,0.92,10,2,0.237,13.5,3,0,0,1,5
625,2,2,22,25,0.88,6,0,0.239,10.1,3,1,1,1,5
625,2,2,32,24,1.33,9,0,0.241,14.9,1,4,4,1,5
625,2,2,26,27,0.96,8,1,0.253,12.8,1,2,2,1,5
625,2,2,27,23,1.17,7,2,0.227,16.8,1,4,4,0,2
625,2,2,21,28,0.75,17,2,0.205,12.9,3,0,0,0,2
625,2,2,24,27,0.89,10,1,0.223,9.2,3,3,3,0,2
625,2,2,30,26,1.15,13,1,0.299,13,3,1,1,0,2
541,0,0,23,20,1.15,4,2,0.241,14.3,1,2,2,0,161
541,0,0,23,20,1.15,4,2,0.242,18,1,1,1,0,161
541,0,0,15,22,0.68,11,1,0.082,15.8,1,0,0,0,161
541,0,0,13,23,0.57,8,0,0.214,20,0,3,3,0,161
541,0,0,31,15,2.07,10,1,0.254,25,0,2,2,1,250
541,0,0,13,21,0.62,9,0,0.134,18.2,0,3,3,1,250
541,0,0,19,19,1,9,0,0.226,18.1,1,1,1,1,250
541,0,0,22,19,1.16,11,0,0.179,14.4,1,0,0,1,250
737,1,3,5,10,0.5,2,0,0.178,27.8,1,1,1,0,4
737,1,3,6,7,0.86,3,0,0.238,18.9,0,0,0,0,4
737,1,3,9,8,1.12,0,1,0.3,10.2,3,3,3,0,4
737,1,3,4,6,0.67,3,0,0.161,11.5,1,2,2,0,4
737,1,3,8,7,1.14,5,1,0.218,12.8,3,3,3,1,6
737,1,3,10,8,1.25,3,0,0.271,15.9,1,4,4,1,6
737,1,3,8,4,2,0,1,0.253,26.9,0,0,0,1,6
737,1,3,5,5,1,3,0,0.221,8.1,3,1,1,1,6
560,0,3,18,20,0.9,6,0,0.22,16.6,1,0,0,0,146
560,0,3,15,21,0.71,6,2,0.187,13.9,3,1,1,0,146
560,0,3,14,19,0.74,5,2,0.242,22.4,1,3,3,0,146
560,0,3,16,23,0.7,5,0,0.212,21.5,0,2,2,0,146
560,0,3,19,13,1.46,8,2,0.224,21.9,0,2,2,1,250
560,0,3,25,17,1.47,8,3,0.227,20.7,0,0,0,1,250
560,0,3,21,16,1.31,9,0,0.236,11.9,3,3,3,1,250
560,0,3,17,17,1,10,2,0.242,11.4,1,1,1,1,250
623,1,1,5,7,0.71,2,0,0.185,21.2,3,0,0,1,6
623,1,1,8,5,1.6,1,0,0.271,16.1,3,1,1,1,6
623,1,1,6,6,1,2,0,0.115,23.7,0,2,2,1,6
623,1,1,7,5,1.4,3,0,0.179,20.5,0,3,3,1,6
623,1,1,4,6,0.67,5,0,0.269,23.7,0,2,2,0,3
623,1,1,8,6,1.33,0,0,0.152,21.9,0,0,0,0,3
623,1,1,4,6,0.67,0,0,0.128,20.9,1,1,1,0,3
623,1,1,7,8,0.88,2,0,0.245,25.8,3,3,3,0,3
599,0,0,15,22,0.68,3,1,0.223,13.6,1,3,3,0,191
599,0,0,18,25,0.72,7,0,0.202,15.3,0,1,1,0,191
599,0,0,17,22,0.77,5,2,0.24,21,0,0,0,0,191
599,0,0,20,20,1,4,1,0.236,19.1,0,2,2,0,191
599,0,0,25,16,1.56,8,1,0.204,18.1,0,1,1,1,250
599,0,0,20,17,1.18,7,1,0.259,16.3,0,0,0,1,250
599,0,0,22,20,1.1,7,1,0.051,15.1,0,2,2,1,250
599,0,0,22,17,1.29,5,1,0.232,15.4,0,3,3,1,250
741,1,5,8,7,1.14,2,0,0.256,11.5,3,0,0,1,6
741,1,5,8,5,1.6,4,0,0.192,14.2,3,1,1,1,6
741,1,5,4,8,0.5,2,0,0.112,9.2,3,3,3,1,6
741,1,5,13,6,2.17,5,0,0.197,16.6,0,2,2,1,6
741,1,5,6,8,0.75,1,0,0.211,12.9,0,4,4,0,4
741,1,5,7,9,0.78,4,0,0.185,11.5,1,0,0,0,4
741,1,5,12,9,1.33,1,1,0.202,7.2,3,3,3,0,4
741,1,5,1,7,0.14,4,0,0.232,8.4,1,1,1,0,4
626,2,1,24,23,1.04,10,0,0.191,19.2,0,1,1,1,11
626,2,1,29,22,1.32,6,2,0.281,16.4,0,0,0,1,11
626,2,1,27,25,1.08,8,1,0.265,13,3,4,4,1,11
626,2,1,28,21,1.33,10,1,0.225,12,3,2,2,1,11
626,2,1,34,27,1.26,11,4,0.252,13.7,3,3,3,0,4
